results/description,results/Name_EN,results/name,results/power,results/address,results/provider,results/latitude,results/longitude,results/evConnectorCount,results/evConnectorAggregation
"2x CCS2, Type 2: 120 kW",,ปตท หจก.ธนันท์ตา ปิโตรเลียม,120 kW,133/3 ม.1 ถ.ลำปาง-งาว ต.พิชัย อ.เมืองลำปาง ลำปาง 52000,PTT,18.3036504,99.5243911,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ชัยเสรีปิโตรเลียม,120 kW,331 ตำบลหนองเหียง อำเภอพนัสนิคม ชลบุรี 20140,PTT,13.4831046,101.2790929,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.ช่างพินิจปิโตรเลี่ยม,120 kW,57 ม.10 ถ.พิษณุโลก-นครสวรรค์ ต.บางระกำ อ.บางระกำ พิษณุโลก 65140,PTT,16.7272007,100.1792094,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ดับบลิว ทรีโอ้,120 kW,88/33 หมู่ 20 ถ.ตำหรุ-บางพลี ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,PTT,13.595761,100.699235,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.สำรวยบริการ 2,120 kW,113 ม.1 ต.บางกระเบา อ.บ้านสร้าง จ.ปราจีนบุรี 25150,PTT,13.984698083539422,101.22252645062393,,
"2x CCS2, Type 2: 120 kW",,ปตท หาดใหญ่ใน (ขาออก),120 kW,1121 ถ.เพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,PTT,6.999761,100.452983,,
2x CCS2: 120 kW,,ปตท บจ.บีทีซี (พุทธสาคร) (1),120 kW,188/8 ม.6 ต.สวนหลวง อ.กระทุ่มแบน จ.สมุทรสาคร 74110,PTT,13.677481,100.320012,,
"2x CCS2, Type 2: 120 kW",,โรบินสัน ไลฟ์สไตล์ สุรินทร์,120 kW,338 หมู่ 16 ตำบลสลักได อำเภอเมืองสุรินทร์ สุรินทร์ 32000,PTT,14.8760746435827,103.5319663621,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.มีโชคเพาเวอร์ พลัส,120 kW,1868 ม.1 ต.หัวทะเล อ.เมืองนครราชสีมา นครราชสีมา 30000,PTT,14.950587,102.123575,,
"2x CCS2, Type 2: 120 kW",,ปตท ศรีนครินทร์ บางเมือง,120 kW,889/1 ม.5 ต.บางเมือง อ.เมืองสมุทรปราการ สมุทรปราการ 10270,PTT,13.61549338,100.6213884,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ปิโตรเลียมน้ำมัน (โรจนะ),120 kW,39/250 ม.4 ต.คานหาม อ.อุทัย จ.พระนครศรีอยุธยา 13210,PTT,14.328129962004862,100.62442314472736,,
2x CCS2: 120 kW,,ปตท วังทอง,120 kW,"100/2 หมู่ 4, ตำบลสมอแข อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก, 65000",PTT,16.8304236129548,100.362464980984,,
2x CCS2: 120 kW,,ปตท ลำลูกกา 4 (จรมา),120 kW,79 หมู่ 5 ตำบลบึงคำพร้อย อำเภอลำลูกกา จังหวัดปทุมธานี 12150,PTT,13.934458,100.7408416,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.เอ.บี.ปิโตรเลียม,120 kW,401 ม.10 ถ.สายบุรีรัมย์-นางรอง ต.อิสาน อ.เมืองบุรีรัมย์ บุรีรัมย์ 3100,PTT,14.9747430000989,103.068761887204,,
2x CCS2: 120 kW,,ปตท บจ.อาทิตย์ ไฮเวย์,120 kW,331 หมู่ 1 ตำบลปรุใหญ่ อำเภอเมืองนครราชสีมา นครราชสีมา 30000,PTT,14.9901866967948,102.05377862325,,
2x CCS2: 120 kW,,ปตท หจก.อั๊พ แอนด์ อิ๊ก,120 kW,300 ม.1 ต.โคกโคเฒ่า อ.เมืองสุพรรณบุรี สุพรรณบุรี 72000,PTT,14.462192,100.173616,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.อุบล เกตเวย์,120 kW,240/9 หมู่ 4 ถนนชยางกูร ตำบลขามใหญ่ อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,PTT,15.2936,104.837433,,
2x CCS2: 120 kW,,คาเฟ่ อเมซอน เดอะร์ ไพรด์ โฮเทล พิษณุโลก,120 kW,899 สมอแข อำเภอเมืองพิษณุโลก พิษณุโลก 65000,PTT,16.816907876942327,100.32451570339754,,
2x CCS2: 120 kW,,ปตท บจ. พี.วี.ปิโตรเลียม ออยล์,120 kW,41/9 ม.3 ถ.สายอ่างศิลาบ้านเสม็ด ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130,PTT,13.317578,100.952519,,
2x CCS2: 120 kW,,ปตท บจ.ประดับดาว กรุ๊ป,120 kW,97/9 ม.1 ถ.ราชพฤกษ์ ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,PTT,13.890851,100.450752,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ปิโตรพลัส คอร์ปอเรชั่น (มาบโป่ง),120 kW,78 หมู่ 8 ต.มาบโป่ง อ.พานทอง ชลบุรี 20160,PTT,13.4291184394609,101.109457167361,,
2x CCS2: 120 kW,,ปตท หจก.ทรัพย์ทวี กม.6,120 kW,158 ม.13 ต.หาดคำ อ.เมืองหนองคาย จ.หนองคาย 43000,PTT,17.906983,102.789881,,
2x CCS2: 120 kW,,ปตท บจ.ก้องกิ่มเฮง ริชซ์ พร๊อพเพอร์ตี้อินเตอร์แนชชั่นแนล,120 kW,51/11 ม.10 ตำบลโคกหล่อ อำเภอเมืองตรัง ตรัง 92000 ,PTT,7.525045,99.619773,,
2x CCS2: 120 kW,,ปตท บจ.บางกอก 101 ปิโตรเลี่ยม,120 kW,613 ถ.ราษฎร์อุทิศ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,PTT,13.84296,100.79036,,
2x CCS2: 120 kW,,ปตท กิ่งแก้ว,120 kW,236 ม.12 ต.ราชาเทวะ อ.บางพลี สมุทรปราการ 10540,PTT,13.6585,100.717,,
2x CCS2: 120 kW,,ปตท บจ.เค.พี.เอฟ.กรุ๊ป,120 kW,59 ม.5 ต.ขันเงิน อ.หลังสวน จ.ชุมพร 86110,PTT,9.92027096009152,99.0605304931605,,
2x CCS2: 120 kW,,ปตท เมืองขอนแก่น 2,120 kW,92/120 ม.14 ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น 40000,PTT,16.451573,102.830957,,
2x CCS2: 120 kW,,ปตท บจ.ตรงตวงปิโตรเลียม,120 kW,2/1 ม.2 ถ.เพชรเกษม ต.แสงอรุณ อ.ทับสะแก ประจวบคีรีขันธ์ 77130,PTT,11.57838104,99.64786485,,
2x CCS2: 120 kW,,ปตท เมืองบุรีรัมย์,120 kW,148 ม.16 ต.เสม็ด อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,PTT,14.963753,103.095685,,
2x CCS2: 120 kW,,ปตท หลังสวน,120 kW,122/2 ม.4 ต.วังตะกอ อ.หลังสวน จ.ชุมพร 86110,PTT,9.982793,99.068356,,
2x CCS2: 120 kW,,ปตท บจ.เอ็น แอนด์ เอ ปิโตรเลี่ยม,120 kW,100/9 หมู่ 7 ตำบลตะเคียนทอง อำเภอกาญจนดิษฐ์ สุราษฎร์ธานี 84160,PTT,9.1578707,99.4341165,,
Teison TS-EDW40-001: 2x CCS2,,โรงพยาบาลพญาไท 1 (อาคารจอดรถ ชั้น3),40 kW,364/1 ถ. ศรีอยุธยา แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,PTT,13.75609834897382,100.53937090857876,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.เทพศิรินทร์,120 kW,56/15 หมู่ 4 ตำบลบางนอน อำเภอเมืองระนอง ระนอง 85000,PTT,9.9728204,98.644904,,
2x CCS2: 120 kW,,ปตท วงแหวนตะวันตก (ขาเข้า),120 kW,58 ม.1 ต.บางกระบือ อ.สามโคก ปทุมธานี 12160,PTT,14.110117,100.533324,,
2x CCS2: 120 kW,,ปตท เจริญราษฎร์,120 kW,92/1 ถ.เจริญราษฎร์ แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120,PTT,13.697465,100.513684,,
2x CCS2: 120 kW,,ปตท บจ.เอส.ที. ร่มเกล้า ปิโตรเลียม,120 kW,179 ถ. ร่มเกล้า แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,PTT,13.7858131,100.7467231,,
2x CCS2: 120 kW,,ปตท รามคำแหง,120 kW,ถ.รามคำแหง แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,PTT,13.74506617,100.6036493,,
2x CCS2: 120 kW,,ปตท บจ.โอเคปากช่อง,120 kW,119 ม.7 ต.ตาลเดี่ยว อ.แก่งคอย จ.สระบุรี 18110,PTT,14.587807,100.985511,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.จรรโลงพานิช,120 kW,1077/1 ต.ท่าม่วง อ.ท่าม่วง กาญจนบุรี 71110,PTT,13.9797154,99.6236854,,
"2x CCS2, Type 2: 120 kW",,อวานี่ พลัส เขาหลัก รีสอร์ท,120 kW,99 หมู่ 8 ถนนเพชรเกษม ตำบลบางม่วง อำเภอตะกั่วป่า พังงา 82190,PTT,8.76366604023305,98.2655556118205,,
2x CCS2: 120 kW,,ปตท เทพประสิทธิ์,120 kW,361/6 หมู่ 12 ต.เทพประสิทธิ์ อ.หนองปรือ บางละมุง ชลบุรี 20150,PTT,12.909042702955,100.888569191255,,
2x CCS2: 120 kW,,ปตท สีคิ้ว,120 kW,226 ม.15 ถ.มิตรภาพ ต.ลาดบัวขาว อ.สีคิ้ว นครราชสีมา 30140,PTT,14.84549825,101.6314756,,
"2x CCS2, Type 2: 120 kW",,โรบินสัน ไลฟ์สไตล์ สกลนคร,120 kW,88/8 ถ. นิตโย ตำบล ธำตุนำเวง อำเภอเมืองสกลนคร สกลนคร 47000,PTT,17.17819,104.11955,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.นาคสวัสดิ์,120 kW,168/11 หมู่ 4 ถ.บางนา-ตราด ต.บางบ่อ อ.บางบ่อ จ.สมุทรปราการ 10560,PTT,13.58444737,100.8558944,,
2x CCS2: 120 kW,,ปตท กรุงเทพ-วิภาวดี เซียร์ กม.27,120 kW,28/8 ถนนวิภาวดีรังสิต แขวงสนามบิน เขตดอนเมือง จ.กรุงเทพมหานคร 10210,PTT,13.951103,100.617899,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.แม่โจ้ออยล์เซอร์วิส,120 kW,33/1 ม.5 ถ.เชียงใหม่-พร้าว ต.หนองหาร อ.สันทราย เชียงใหม่ 50290,PTT,18.8754465,99.0151005,,
"2x CCS2, Type 2: 120 kW",,ขวัญโภชนา 2,120 kW,288 หมู่ 5 ต.บ้านแดน อ.บรรพตพิสัย จ.นครสวรรค์ 60180,PTT,15.95168488632197,99.85036940819644,,
2x CCS2: 120 kW,,ปตท พระราม 2 กม.35,120 kW,5/14 หมู่ 3 บางกระเจ้า เมืองสมุทรสาคร จ.สมุทรสาคร 74000,PTT,13.5323065131007,100.20934789269,,
2x CCS2: 120 kW,,ปตท บจ.แซ ปิโตรเลียม,120 kW,76 ม.1 ต.สามง่าม อ.ดอนตูม จ.นครปฐม 73150,PTT,13.960786687265134,100.08007608354092,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.รุ่งพิทักษ์ปิโตรเลียม,120 kW,123  ม.4  ฉะเชิงเทรา-กบินทร์บุรี เมืองเก่า พนมสารคาม ฉะเชิงเทรา 24120,PTT,13.738194,101.3392667,,
2x CCS2: 120 kW,,ปตท บางแสน,120 kW,197/33 ลงหาดบางแสน ต.แสนสุข อ.เมืองชลบุรี ชลบุรี 20130,PTT,13.28475,100.91927,,
"2x CCS2, Type 2: 120 kW",,ร้านอาหาร ริบส์แมน,120 kW,55/5 ถนนธนะรัชต์ ตำบลหนองน้ำแดง อำเภอปากช่อง นครราชสีมา 30130,PTT,14.63428639310298,101.41174676128134,,
2x CCS2: 120 kW,,ปตท บจ.ชอบประดิถ เอนเนอร์จี กรุ๊ป,120 kW,199 ม.4 ต.ทำนบ อ.ท่าตะโก นครสวรรค์ 60160,PTT,15.5917938,100.5647625,,
"2x CCS2, Type 2: 120 kW",,บิ๊กซี สุราษฎร์ธานี,120 kW,130 หมู่ 1 ถนนเลี่ยงเมือง ตำบลบางกุ้ง อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000,PTT,9.148285,99.370251,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ที.เค.ที คอมเมอร์เชียล,120 kW,673/1 ถ.รามอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,PTT,13.8184663072357,100.684281545417,,
2x CCS2: 120 kW,,ปตท บจ.ส.เจริญกิจ เพิ่มสิน,120 kW,29/12 ถ.เพิ่มสิน แขวงคลองถนน เขตสายไหม กรุงเทพมหานคร 10220,PTT,13.9007,100.6412,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.จันทร์เพ็ญแหลมฉบัง,120 kW,144/11-13 หมู่ 4 ต.หนองขาม อ.ศรีราชา ชลบุรี 20230 ,PTT,13.1151,101.0525,,
"2x CCS2, Type 2: 120 kW",,บิ๊กซี แพร่,120 kW,600 หมู่ที่ 9 ถนน ยันตรกิจโกศล ตำบลนาจักร อำเภอเมืองแพร่ แพร่ 54000,PTT,18.12859222316878,100.14471032435024,,
"2x CCS2, Type 2: 120 kW",,ปตท บางปะอิน,120 kW,195 ม.3 ถ.สายเอเซีย ต.บ้านเลน อ.บางปะอิน พระนครศรีอยุธยา 13160,PTT,14.228472,100.610347,,
2x CCS2: 120 kW,,ปตท หจก.พึ่งสุขปิโตรเลียม,120 kW,72/2 ม.6 ถ.รังสิต-ปทุมธานี ต.บางพูน อ.เมืองปทุมธานี ปทุมธานี 12000,PTT,13.98972337,100.5823517,,
2x CCS2: 120 kW,,ปตท หจก.ธนชัยการช่างสกลนคร,120 kW,203 ม.12 ถ.สกลนคร-นาแก ต.งิ้วด่อน อ.เมืองสกลนคร จ.สกลนคร 47000,PTT,17.1159714,104.143304,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.สหพัฒนาปิโตรเลียม,120 kW,71 ม.16 ต.น้ำชุน อ.หล่มสัก เพชรบูรณ์ 67110,PTT,16.75735539,101.1974906,,
"Delta AC Mini Plus: Type 2, 2x CCS2, Type 2: 120 kW",,ปตท พุทธมณฑล สาย 4,120 kW,187 หมู่ 7 ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73110,PTT,13.7435912,100.3279357,,
"2x CCS2, Type 2: 120 kW",,โลตัส โก เฟลช ศิริเกษม พุทธมณฑลสาย 3,120 kW,ซอย ศิริเกษม แขวง บางไผ่ เขตบางแค กรุงเทพมหานคร 10160,PTT,13.736628742586529,100.36426431198322,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.อุตสาหกรรมแควใหญ่,120 kW,78/12 ถ.พหลโยธิน ต.กลางแดด อ.เมืองนครสวรรค์ นครสวรรค์ 60000,PTT,15.631703,100.12885,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.ประชิดแลนด์,120 kW,91/8 หมู่ 1 ต.ท่าทองหลาง อ.บางคล้า ฉะเชิงเทรา 24110 ,PTT,13.71084,101.20984,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.พีซี โกลบอลเคมีคอล,120 kW,199 ม.3 ถ.บางกรวย-จงถนอม ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130,PTT,13.809965,100.380139,,
2x CCS2: 120 kW,,ปตท เมืองบุรีรัมย์ 2,120 kW,172 ม.16 ต.สวายจีก อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000,PTT,14.92514,103.1423781,,
"2x CCS2, Type 2: 120 kW",,ภูทับดาวปาร์ค,120 kW,66 หมู่ที่10 ป่าซาง อำเภอ ดอกคำใต้ พะเยา 56120,PTT,19.28663988451853,100.04168444662683,,
2x CCS2: 120 kW,,ปตท บจ.วี ที กรุ๊ป (2013) (1),120 kW,88 ม.9 ถ.พหลโยธิน ต.พุคำจาน อ.พระพุทธบาท จ.สระบุรี 18120,PTT,14.712741,100.826383,,
"2x CCS2, Type 2: 120 kW",,โรบินสัน ไลฟ์สไตล์ ราชพฤกษ์,120 kW,ถนนราชพฤกษ์ ตำบลบางพลับ อำเภอปากเกร็ด จังหวัดนนทบุรี 11120,PTT,13.93564,100.45617,,
2x CCS2: 120 kW,,ปตท บจ.เหรียญทองราชพฤกษ์,120 kW,59 ถ. ราชพฤกษ์ แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170,PTT,13.7921693,100.4476118,,
"2x CCS2, Type 2: 120 kW",,วนิลา มูน,120 kW,265/2 ถนนจันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,PTT,13.706819760893096,100.5217136546742,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ชวาลกิต,120 kW,107 ม.4 ฉะเชิงเทรา-กบินทร์บุรี ต.เมืองเก่า อ.พนมสารคาม จ.ฉะเชิงเทรา 24120,PTT,13.731048717157913,101.3337525424847,,
2x CCS2: 120 kW,,ปตท อิทธิศักดิ์,120 kW,36/33 หมู่ที่ 3 ต.คูคต อ.ลำลูกกา จ ปทุมธานี 12130,PTT,13.93191,100.66031,,
2x CCS2: 120 kW,,ปตท ไพรบึง-เดชอุดม,120 kW,206 ม.5 ต.สำโรงพลัน อ.ไพรบึง จ.ศรีสะเกษ 33180,PTT,14.68696,104.379055,,
2x CCS2: 120 kW,,ปตท บจ.ธีรวรรณชาเล่ต์,120 kW,8/9 ถ.ปัญญาอินทรา แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,PTT,13.833029,100.678153,,
2x CCS2: 120 kW,,ปตท บจ.เคยูออยล์,120 kW,347 ม.12 ต.รอบเวียง อ.เมืองเชียงราย เชียงราย 57000,PTT,19.90330518,99.84102491,,
"2x CCS2, Type 2: 120 kW",,โรงแรมบีทู ช้างเผือก เกท พรีเมียร์,120 kW,"234, 18 ถนน มณีนพรัตน์ , อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200",PTT,18.796234010219347,98.98505467910434,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.เอส.เอส.ปิโตรเลี่ยม 2015,120 kW,567 ม.7 ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000,PTT,17.434512,102.799553,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.เอเซียชัยนาทออยล์,120 kW,9 ม.10 ต.ท่าฉนวน อ.มโนรมย์ จ.ชัยนาท 17110,PTT,15.348847,100.16434,,
2x CCS2: 120 kW,,ปตท สันกำแพง,120 kW,209 ม.8 ต.ต้นเปา อ.สันกำแพง เชียงใหม่ 50130,PTT,18.751105,99.063136,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.เขาใหญ่สเตชั่น,120 kW,95 หมู่ 6 ตำบลหนองน้ำแดง อำเภอปากช่อง นครราชสีมา 30130,PTT,14.611295031573,101.404121253828,,
"2x CCS2, Type 2: 120 kW",,โรบินสัน ไลฟ์สไตล์ สระบุรีี,120 kW,99 หมู่ 7 ถนนมิตรภาพ ตำบลตลิ่งชัน อำเภอเมืองสระบุรี สระบุรี 18000,PTT,14.5411386932595,100.951141454145,,
2x CCS2: 120 kW,,ปตท ภูเก็ต,120 kW,205 ม.1 ต.ศรีสุนทร อ.ถลาง ภูเก็ต 83110,PTT,8.004379,98.343311,,
"2x CCS2, Type 2: 120 kW",,ปตท แอลพีจี บจก.พีเอ็นดี ก๊าซ ซัพพลาย,120 kW,107/28 หมู่ที่ 9 ตำบลหัวสำโรง อำเภอแปลงยาว จังหวัดฉะเชิงเทรา 24190,PTT,13.618309463571,101.312982210049,,
"2x CCS2, Type 2: 120 kW",,ปตท หจก.รุ่งพิทักษ์บริการ,120 kW,234/5 หมู่ 4 ถ.ฉะเชิงเทรา-กบินทร์บุรี ต.ท่าถ่าน อ.พนมสารคาม จ.ฉะเชิงเทรา 24120,PTT,13.7537084908331,101.369545015664,,
"2x CCS2, Type 2: 120 kW",,ปตท ประชาอุทิศ 35,120 kW,527 ถนนประชาอุทิศ แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,PTT,13.65571,100.49897,,
2x CCS2: 120 kW,,ปตท หจก.การดี ปิโตรเลียม,120 kW,244 ถ.อุบล-ตระการ ต.ในเมือง อ.เมืองอุบลราชธานี อุบลราชธานี 34000,PTT,15.2522,104.8806,,
"2x CCS2, Type 2: 120 kW",,ปตท แอลพีจี บจก.พี โอ ออยล์ (หนองงูเหลือม),120 kW,103 หมู่ 15 ถนนมิตรภาพ ตำบลหนองงูเหลือม อำเภอเฉลิมพระเกียรติ นครราชสีมา 30230,PTT,15.0781627393553,102.221755484412,,
2x CCS2: 120 kW,,ปตท บจ. ปิโตรเลียมน้ำมัน (ติวานนท์),120 kW,83 ม.2 ถ.ติวานนท์ ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,PTT,13.9516874,100.5475388,,
"2x CCS2, Type 2: 120 kW",,ปตท สารภี 2,120 kW,303/6 ม.2 ต.หนองผึ้ง อ.สารภี จ.เชียงใหม่ 50140,PTT,18.7478279861489,99.034246268284,,
"2x CCS2, Type 2: 120 kW",,ปตท นิคมอีสเทิร์นซีบอร์ด,120 kW,789/24 ม.3 ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี 20230,PTT,13.0388644999794,101.120535722797,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.สินเจริญ เซอร์วิส แก๊ส,120 kW,88/18 หมู่10 ถ. เทพารักษ์ ต.บางปลา อ.บางพลี จ.สมุทรปราการ 10540,PTT,13.598132569273055,100.73791497069121,,
2x CCS2: 120 kW,,ปตท หจก.ทรัพย์อนันต์ออยล์,120 kW,87 ม.9 ต.ทุ่งขวาง อ.พนัสนิคม จ.ชลบุรี 20140,PTT,13.391471950673287,101.19270006166253,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ทีเอสวี ออยล์,120 kW,47/15 หมู่ 6 ตำบลน้ำน้อย อำเภอหาดใหญ่ สงขลา 90110,PTT,7.120663,100.544804,,
"2x CCS2, Type 2: 120 kW",,ปตท สหกรณ์การเกษตรพนมวังก์ จำกัด,120 kW,สาขา 2 382 หมู่ 1 ตำบลแพรกหา อำเภอควนขนุน พัทลุง 93110,PTT,7.663104,100.025122,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ศุภผลออยล์,120 kW,199 หมู่ 17 ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี 25240,PTT,13.979469,101.756503,,
"2x CCS2, Type 2: 120 kW",,บิ๊กซี อ้อมใหญ่,120 kW,17/17 หมู่ 8 ตำบลออ้อมใหญ่ อำเภอสามพราน นครปฐม 73160,PTT,13.706841,100.281395,,
2x CCS2: 120 kW,,ปตท บจ.เติมเต็มปิโตรเลียม,120 kW,174 ม.2 ต.วังกระแจะ อ.เมืองตราด ตราด 23000,PTT,12.263141,102.501947,,
" 7kW: Type 2, 2x CCS2, Type 2: 120 kW",,ปตท บรมราชชนนี (ขาเข้า),120 kW,302/1 ถ.บรมราชชนนี แขวงฉิมพลี เขตตลิ่งชัน จ.กรุงเทพมหานคร 10170,PTT,13.7835624,100.4153348,,
2x CCS2: 120 kW,,ปตท หจก.สลกบาตรบริการ (2),120 kW,130 ม.8 ถ.พหลโยธิน ต.บางแก้ว อ.บรรพตพิสัย นครสวรรค์ 60180 ,PTT,15.9696532813201,99.8349477446131,,
2x CCS2: 120 kW,,ปตท หจก.เขาคิชฌกูฏ สเตชั่น,120 kW,29/52 ม.5 ต.พลวง อ.เขาคิชฌกูฏ จ.จันทบุรี 22210,PTT,12.78481,102.09947,,
2x CCS2: 120 kW,,ปตท บจ.ปันณชนก ออยล์แอนด์ค้าปลีก,120 kW,751 หมู่ที่ 10  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,PTT,13.912324,101.575458,,
2x CCS2: 120 kW,,ปตท หจก.สอยดาวปิโตรเลียม,120 kW,110 ม.5 ต.ทรายขาว อ.สอยดาว จ.จันทบุรี 22180,PTT,13.1078596735505,102.228852480964,,
2x CCS2: 120 kW,,ปตท บจ.แก้วมณีกาญจน์ ปิโตรเลียม,120 kW,303 ม.11 ต.ปากแพรก อ.เมืองกาญจนบุรี กาญจนบุรี 71000,PTT,14.04797,99.523,,
2x CCS2: 120 kW,,ปตท บจก.แสงอารี สเตชั่น (7),120 kW,46 ม.18 ต.บึงคำพร้อย อ.ลำลูกกา จ.ปทุมธานี 12150,PTT,13.929045,100.71229,,
2x CCS2: 120 kW,,ปตท บจ.สามปอปิโตรเลียม (สุวรรณศร),120 kW,34/3 ม.3 ต.บัวลอย อ.หนองแค จ.สระบุรี 18140,PTT,14.40933,100.85137,,
2x CCS2: 120 kW,,ปตท หินกอง,120 kW,9 หมู่ 4  ถนนพหลโยธิน ตำบลห้วยทราย อำเภอหนองแค จังหวัดสระบุรี 18230,PTT,14.441265,100.898473,,
2x CCS2: 120 kW,,ปตท บจ.ศ. มหาโภคาการปิโตรเลียม,120 kW,40/1 ม.6 ต.ขยาย อ.บางปะหัน จ.พระนครศรีอยุธยา 13220,PTT,14.424681,100.56162,,
2x CCS2: 120 kW,,ปตท หจก.เอกธาราออยล์,120 kW,39/13 ม.2 ต.ทรายขาว อ.คลองท่อม จ.กระบี่ 81170,PTT,7.750955,99.256894,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.5 แพน,120 kW,200 ม.5 ต.ป่าเซ่า อ.เมืองอุตรดิตถ์ อุตรดิตถ์ 53000,PTT,17.5966126,100.1272785,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.พระราม 2 ปิโตรเลียม,120 kW,13/12 ม.6 ถ.พระราม 2 ต.คลองโคน อ.เมืองสมุทรสงคราม จังหวัดสมุทรสงคราม 75000,PTT,13.3571626607553,99.9382527054251,,
2x CCS2: 120 kW,,ปตท บจ.เอส.เค.แอล.ออยล์,120 kW,26/91 ม.8 ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,PTT,14.066289,100.624643,,
2x CCS2: 120 kW,,ปตท บจ.รัตนไพบูลย์ สเตชั่น,120 kW,99/2 ม.2 ต.ลาดใหญ่ อ.เมืองสมุทรสงคราม สมุทรสงคราม 75000,PTT,13.4270978098436,100.003696650515,,
2x CCS2: 120 kW,,ปตท บจ. มานะชัย รุ่งเรือง,120 kW,17/4 ม.8 ถ.เศรษฐกิจ ต.คลองมะเดื่อ อ.กระทุ่มแบน จ.สมุทรสาคร 74110,PTT,13.630666,100.294797,,
"2x CCS2, Type 2: 120 kW",,ปตท นิคมโรจนะ,120 kW,ทางหลวงแผ่นดินหมายเลข 309 ต.คานหาม อ.อุทัย จ.พระนครศรีอยุธยา 13210,PTT,14.321293,100.633112,,
2x CCS2: 120 kW,,ปตท บจ.เจ เค (2011),120 kW,999 ม.11 ต.นาอาน เมืองเลย จ.เลย 42000,PTT,17.46638909,101.7255474,,
"2x CCS2, Type 2: 120 kW",,ปตท บจ.ยุทธกิจ ปิโตรเลียม,120 kW,551 ม.5 ต.ปากพูน อ.เมืองนครศรีธรรมราช นครศรีธรรมราช 80000,PTT,8.47716184747306,99.9630397370143,,
2x CCS2: 120 kW,,ปตท เอกชัย-บางบอน,120 kW,682/7 ถ.เอกชัย แขวงคลองบางพราน เขตบางบอน จ.กรุงเทพมหานคร 10150,PTT,13.6680558739145,100.414270866752,,
